chembl_molecule_id,smiles,molregno,pref_name,max_phase,therapeutic_flag,dosed_ingredient,structure_type,chebi_par_id,molecule_type,first_approval,oral,parenteral,topical,black_box_warning,natural_product,first_in_class,chirality,prodrug,inorganic_flag,usan_year,availability_type,usan_stem,polymer_flag,usan_substem,usan_stem_definition,indication_class,withdrawn_flag,chemical_probe,orphan,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score
CHEMBL1624,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,469690,LEVOTHYROXINE,4.0,1,0,MOL,18332.0,Small molecule,2000.0,1,1,0,1,1,0,1,0,0,1963.0,1.0,,0,,,Thyroid Hormone,0,0,0,776.87,4.56,4.0,3.0,92.78,5.0,N,1.0,0.27,9.43,3.73,3.44,ZWITTERION,776.87,2.0,24.0,0.39,776.6867,C15H11I4NO4,5.0,4.0,1.0,0.60
CHEMBL168815,CC1OC2(CS1)CN1CCC2CC1,279727,CEVIMELINE,4.0,1,0,MOL,,Small molecule,2000.0,1,0,0,0,1,0,0,0,0,1997.0,1.0,-meline,0,-meline,cholinergic agonists (arecoline derivatives used in treatment of Alzheimer's disease,Alzheimer's Disease Treatment (adjunct),0,0,0,199.32,1.56,3.0,0.0,12.47,0.0,Y,0.0,,8.59,1.00,-0.22,BASE,199.32,0.0,13.0,0.59,199.1031,C10H17NOS,2.0,0.0,0.0,1.15
CHEMBL193482,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,328137,ESTRIOL,4.0,1,1,MOL,27974.0,Small molecule,2000.0,0,0,1,0,1,0,1,0,0,,-1.0,estr-,0,estr-,estrogens,Estrogen,0,0,0,288.39,2.58,3.0,3.0,60.69,0.0,N,0.0,10.33,,2.67,2.67,NEUTRAL,288.39,1.0,21.0,0.69,288.1725,C18H24O3,3.0,3.0,0.0,2.51
CHEMBL2096637,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O.C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,1369646,PYRETHRINS,4.0,1,1,MOL,,Small molecule,2000.0,0,0,1,0,0,0,-1,0,0,,2.0,,0,,,,0,0,0,700.91,,,,,,,,,,,,,700.91,,,,700.3975,C43H56O8,,,,
CHEMBL2103741,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+],1376011,LEVOTHYROXINE SODIUM,4.0,1,1,MOL,6447.0,Small molecule,2000.0,1,1,0,1,1,0,1,0,0,,1.0,,0,,,Thyroid Hormone,0,0,0,776.87,4.56,4.0,3.0,92.78,5.0,N,1.0,0.27,9.43,3.73,3.44,ZWITTERION,816.87,2.0,24.0,0.39,776.6867,C15H12I4NNaO5,5.0,4.0,1.0,0.60
CHEMBL2218917,CC1OC2(CS1)CN1CCC2CC1.Cl.O,1449190,CEVIMELINE HYDROCHLORIDE,4.0,1,1,MOL,,Small molecule,2000.0,1,0,0,0,0,0,0,0,0,1997.0,1.0,-meline,0,-meline,cholinergic agonists (arecoline derivatives used in treatment of Alzheimer's disease,Alzheimer's Disease Treatment (adjunct),0,0,0,199.32,1.56,3.0,0.0,12.47,0.0,Y,0.0,,8.59,1.00,-0.22,BASE,253.79,0.0,13.0,0.59,199.1031,C10H20ClNO2S,2.0,0.0,0.0,1.15
CHEMBL361812,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,302297,RAMATROBAN,4.0,0,1,MOL,,Small molecule,2000.0,1,0,0,0,0,0,1,0,0,,-1.0,-troban,0,-troban,antithrombotics (thromboxane A2 receptor antagonists),,0,0,0,416.47,3.09,4.0,2.0,88.40,6.0,N,0.0,4.39,,3.30,0.41,ACID,416.47,3.0,29.0,0.65,416.1206,C21H21FN2O4S,6.0,2.0,0.0,-1.31
CHEMBL3989559,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.O.[Na+],2197430,PANTOPRAZOLE SODIUM,4.0,1,1,MOL,,Small molecule,2000.0,1,1,0,0,0,0,0,0,0,1999.0,1.0,-prazole,0,-prazole,antiulcer agents (benzimidazole derivatives),,0,0,0,383.38,2.88,6.0,1.0,92.32,7.0,N,0.0,9.54,3.55,2.18,2.17,NEUTRAL,423.37,3.0,26.0,0.63,383.0751,C16H16F2N3NaO5S,7.0,1.0,0.0,-0.88
CHEMBL5314346,,2831997,VERTEPORFIN,4.0,1,1,NONE,,Small molecule,2000.0,0,1,0,0,0,0,-1,0,0,1993.0,1.0,-porfin,0,-porfin,benzoporphyrin derivatives,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5315079,,2832730,DEPREOTIDE TRIFLUOROACETATE,4.0,0,1,NONE,,Small molecule,2000.0,0,0,0,0,0,0,1,0,0,,-1.0,-tide,0,-tide (-reotide),peptides: inhibition of growth hormone release,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL582,CC(C)O,17025,ISOPROPYL ALCOHOL,4.0,0,1,MOL,17824.0,Small molecule,2000.0,0,0,1,0,1,0,2,0,0,,2.0,,0,,,"Anti-Infective, Topical; Pharmaceutic Aid (solvent)",0,0,0,60.10,0.39,1.0,1.0,20.23,0.0,Y,0.0,,,0.25,0.25,NEUTRAL,60.10,0.0,4.0,0.43,60.0575,C3H8O,1.0,1.0,0.0,0.52
CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,20496,MELOXICAM,4.0,1,1,MOL,6741.0,Small molecule,2000.0,1,0,0,1,1,0,2,0,0,1997.0,1.0,-icam,0,-icam,anti-inflammatory agents (isoxicam type),Anti-Inflammatory (nonsteroidal),0,0,0,351.41,1.95,6.0,2.0,99.60,2.0,N,0.0,4.47,0.47,1.60,-1.10,ACID,351.41,2.0,23.0,0.86,351.0347,C14H13N3O4S2,7.0,2.0,0.0,-1.58
CHEMBL729,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,37316,LOPINAVIR,4.0,1,1,MOL,31781.0,Small molecule,2000.0,1,0,0,0,1,0,1,0,0,1998.0,1.0,-vir,0,-vir (-navir),antivirals: HIV protease inhibitors (saquinavir type),,0,0,0,628.81,4.33,5.0,4.0,120.00,15.0,N,1.0,13.39,,4.69,4.69,NEUTRAL,628.81,3.0,46.0,0.20,628.3625,C37H48N4O5,9.0,4.0,1.0,-0.04
CHEMBL750,NS(=O)(=O)Cc1noc2ccccc12,39857,ZONISAMIDE,4.0,1,1,MOL,10127.0,Small molecule,2000.0,1,0,0,0,1,0,0,0,0,1985.0,1.0,,0,,,Anticonvulsant,0,0,0,212.23,0.62,4.0,1.0,86.19,2.0,N,0.0,9.84,,0.11,0.11,NEUTRAL,212.23,2.0,14.0,0.79,212.0256,C8H8N2O3S,5.0,2.0,0.0,-1.70
CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,46727,NATEGLINIDE,4.0,1,1,MOL,31897.0,Small molecule,2000.0,1,0,0,0,1,0,1,0,0,2000.0,1.0,-glinide,0,-glinide,"antidiabetic, sodium glucose co-transporter 2 (SGLT2) inhibitors, not phlorozin derivatives",,0,0,0,317.43,3.26,2.0,2.0,66.40,6.0,N,0.0,4.00,,4.03,0.87,ACID,317.43,1.0,23.0,0.85,317.1991,C19H27NO3,4.0,2.0,0.0,-0.23
CHEMBL1136,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,171587,TELITHROMYCIN,4.0,1,1,MOL,,Small molecule,2001.0,1,0,0,1,1,0,1,0,0,2004.0,1.0,-mycin,0,-mycin,antibiotics (Streptomyces strain),,0,0,0,812.02,4.93,14.0,1.0,171.85,11.0,N,2.0,8.95,7.66,5.15,4.89,NEUTRAL,812.02,2.0,58.0,0.18,811.4731,C43H65N5O10,15.0,1.0,2.0,0.71
CHEMBL1172,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,191342,DESLORATADINE,4.0,1,1,MOL,291342.0,Small molecule,2001.0,1,0,0,0,1,0,2,0,0,1998.0,1.0,-atadine,0,-atadine,"tricyclic histaminic-H1 receptor antagonists, loratadine derivatives (formerly-tadine)",,0,0,0,310.83,4.02,2.0,1.0,24.92,0.0,N,0.0,,9.73,3.97,1.69,BASE,310.83,2.0,22.0,0.79,310.1237,C19H19ClN2,2.0,1.0,0.0,-0.25
CHEMBL1200454,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,674405,VALGANCICLOVIR HYDROCHLORIDE,4.0,1,1,MOL,,Small molecule,2001.0,1,0,0,1,0,0,0,1,0,1997.0,1.0,-vir,0,-vir (-ciclovir),antivirals: antivirals (acyclovir type),Antiviral,0,0,0,354.37,-1.44,10.0,4.0,171.37,8.0,N,0.0,10.16,7.48,-1.21,-1.55,NEUTRAL,390.83,2.0,25.0,0.41,354.1652,C14H23ClN6O5,11.0,6.0,2.0,0.54
CHEMBL1200521,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,674472,ALMOTRIPTAN MALATE,4.0,1,1,MOL,53781.0,Small molecule,2001.0,1,0,0,0,0,0,2,0,0,1998.0,1.0,-triptan,0,-triptan,antimigraine agents (5-HT1 receptor agonists); sumatriptan derivatives,,0,0,0,335.47,2.20,3.0,1.0,56.41,6.0,N,0.0,,9.55,1.52,-0.61,BASE,469.56,2.0,23.0,0.88,335.1667,C21H31N3O7S,5.0,1.0,0.0,-1.25
CHEMBL1200686,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,674637,PIMECROLIMUS,4.0,1,1,MOL,,Small molecule,2001.0,0,0,1,1,1,0,1,0,0,2000.0,1.0,-imus,0,-imus,immunosuppressives,,0,0,0,810.47,5.72,11.0,2.0,158.13,6.0,N,3.0,9.96,,6.81,6.81,NEUTRAL,810.47,0.0,56.0,0.15,809.4481,C43H68ClNO11,12.0,2.0,3.0,1.33
CHEMBL1200799,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,674750,TRAVOPROST,4.0,1,1,MOL,746859.0,Small molecule,2001.0,0,0,1,0,0,0,1,1,0,1998.0,1.0,-prost,0,-prost,prostaglandins,,0,0,0,500.55,4.43,6.0,3.0,96.22,12.0,N,1.0,13.95,,3.84,3.84,NEUTRAL,500.55,1.0,35.0,0.22,500.2386,C26H35F3O6,6.0,3.0,1.0,0.45
CHEMBL1200807,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,674758,NORELGESTROMIN,4.0,1,1,MOL,,Small molecule,2001.0,0,0,1,0,1,0,1,0,0,2000.0,1.0,-estr-; -gest-,0,-estr-; -gest-,estrogens; progestins,,0,0,0,327.47,4.14,3.0,2.0,52.82,1.0,N,0.0,11.47,3.12,3.67,3.67,NEUTRAL,327.47,0.0,24.0,0.43,327.2198,C21H29NO2,3.0,2.0,0.0,1.55
CHEMBL1200963,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,674914,BIMATOPROST,4.0,1,1,MOL,51230.0,Small molecule,2001.0,0,0,1,0,1,0,1,0,0,2001.0,1.0,-prost,0,-prost,prostaglandins,,0,0,0,415.57,3.15,4.0,4.0,89.79,12.0,N,0.0,,,2.63,2.63,NEUTRAL,415.57,1.0,30.0,0.31,415.2723,C25H37NO4,5.0,4.0,0.0,1.01
CHEMBL1200969,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,674920,DUTASTERIDE,4.0,1,1,MOL,521033.0,Small molecule,2001.0,1,0,0,0,0,0,1,0,0,1997.0,1.0,-ster-; -steride,0,-ster-; -steride,"steroids (androgens, anabolics); testosterone reductase inhibitors",,0,0,0,528.54,6.58,2.0,2.0,58.20,2.0,N,2.0,12.56,,5.79,5.79,NEUTRAL,528.54,1.0,37.0,0.43,528.2211,C27H30F6N2O2,4.0,2.0,2.0,0.74
CHEMBL1201314,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,675265,VALGANCICLOVIR,4.0,1,0,MOL,63635.0,Small molecule,2001.0,1,0,0,1,1,0,0,1,0,1997.0,1.0,-vir,0,-vir (-ciclovir),antivirals: antivirals (acyclovir type),Antiviral,0,0,0,354.37,-1.44,10.0,4.0,171.37,8.0,N,0.0,10.16,7.48,-1.21,-1.55,NEUTRAL,354.37,2.0,25.0,0.41,354.1652,C14H22N6O5,11.0,6.0,2.0,0.54
CHEMBL1201320,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,675271,ESOMEPRAZOLE,4.0,1,0,MOL,50275.0,Small molecule,2001.0,1,1,0,0,1,0,1,1,0,1999.0,2.0,-prazole,0,-prazole,antiulcer agents (benzimidazole derivatives),,0,0,0,345.42,2.90,5.0,1.0,83.09,5.0,N,0.0,9.68,4.77,2.43,2.43,NEUTRAL,345.42,3.0,24.0,0.72,345.1147,C17H19N3O3S,6.0,1.0,0.0,-0.69
CHEMBL1256786,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,705778,FORMOTEROL,4.0,1,0,MOL,63082.0,Small molecule,2001.0,0,0,1,0,1,0,0,0,0,1997.0,1.0,-terol,0,-terol,bronchodilators (phenethylamine derivatives),Bronchodilator,0,0,0,344.41,2.22,5.0,4.0,90.82,9.0,N,0.0,8.61,9.81,1.06,0.04,BASE,344.41,2.0,25.0,0.41,344.1736,C19H24N2O4,6.0,4.0,0.0,-0.07
CHEMBL1279,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,250328,FROVATRIPTAN,4.0,1,1,MOL,,Small molecule,2001.0,1,0,0,0,1,0,1,0,0,1997.0,1.0,-triptan,0,-triptan,antimigraine agents (5-HT1 receptor agonists); sumatriptan derivatives,,0,0,0,243.31,1.34,2.0,3.0,70.91,2.0,N,0.0,,10.42,1.08,-1.74,BASE,243.31,2.0,18.0,0.74,243.1372,C14H17N3O,4.0,4.0,0.0,-0.45
CHEMBL1359,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,304903,ERTAPENEM,4.0,1,0,MOL,404903.0,Small molecule,2001.0,0,1,0,0,1,0,1,0,0,2000.0,1.0,-penem,0,-penem,"antibacterial antibiotics, carbapenem derivatives",,0,0,0,475.52,0.94,7.0,5.0,156.27,7.0,N,0.0,3.22,9.03,-3.23,-6.07,ZWITTERION,475.52,1.0,33.0,0.36,475.1413,C22H25N3O7S,10.0,5.0,0.0,0.16
CHEMBL1375743,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,799627,ZIPRASIDONE HYDROCHLORIDE,4.0,1,1,MOL,32314.0,Small molecule,2001.0,1,0,0,1,0,0,2,0,0,1994.0,1.0,-sidone,0,-sidone,antipsychotic with binding activity on sertonin (5-HT2A) and dopamine (D2) receptors,,0,0,0,412.95,3.81,5.0,1.0,48.47,4.0,N,0.0,12.21,7.09,4.30,4.13,NEUTRAL,467.42,3.0,28.0,0.71,412.1125,C21H24Cl2N4O2S,5.0,1.0,0.0,-1.57
CHEMBL1486,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,417163,TENOFOVIR DISOPROXIL FUMARATE,4.0,1,1,MOL,63718.0,Small molecule,2001.0,1,0,0,1,0,0,1,1,0,1999.0,1.0,-vir,0,-vir,antivirals,,0,0,0,519.45,3.04,15.0,1.0,185.44,13.0,N,2.0,,3.74,2.65,2.65,NEUTRAL,635.52,2.0,35.0,0.23,519.1730,C23H34N5O14P,15.0,2.0,2.0,-0.16
CHEMBL1505,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,420985,ALMOTRIPTAN,4.0,1,0,MOL,520985.0,Small molecule,2001.0,1,0,0,0,1,0,2,0,0,1997.0,1.0,-triptan,0,-triptan,antimigraine agents (5-HT1 receptor agonists); sumatriptan derivatives,Antimigraine,0,0,0,335.47,2.20,3.0,1.0,56.41,6.0,N,0.0,,9.55,1.52,-0.61,BASE,335.47,2.0,23.0,0.88,335.1667,C17H25N3O2S,5.0,1.0,0.0,-1.25
CHEMBL1509,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,421032,DROSPIRENONE,4.0,1,1,MOL,50838.0,Small molecule,2001.0,1,0,0,0,1,0,1,0,0,1997.0,1.0,-renone,0,-renone,aldosterone antagonists (spironolactone type),Aldosterone Antagonist,0,0,0,366.50,4.31,3.0,0.0,43.37,0.0,N,0.0,,,3.37,3.37,NEUTRAL,366.50,0.0,27.0,0.60,366.2195,C24H30O3,3.0,0.0,0.0,2.50
CHEMBL1531,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,428747,ETONOGESTREL,4.0,1,1,MOL,50777.0,Small molecule,2001.0,0,1,1,0,1,0,1,0,0,1993.0,1.0,-estr-; -gest-,0,-estr-; -gest-,estrogens; progestins,Progestin,0,0,0,324.46,4.05,2.0,1.0,37.30,1.0,N,0.0,,,3.60,3.60,NEUTRAL,324.46,0.0,24.0,0.58,324.2089,C22H28O2,2.0,1.0,0.0,1.93
CHEMBL1538,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,430522,TENOFOVIR DISOPROXIL,4.0,1,1,MOL,63717.0,Small molecule,2001.0,1,0,0,1,1,0,1,1,0,1999.0,1.0,-vir,0,-vir,antivirals,,0,0,0,519.45,3.04,15.0,1.0,185.44,13.0,N,2.0,,3.74,2.65,2.65,NEUTRAL,519.45,2.0,35.0,0.23,519.1730,C19H30N5O10P,15.0,2.0,2.0,-0.16
CHEMBL1555,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,443255,GALANTAMINE HYDROBROMIDE,4.0,1,1,MOL,,Small molecule,2001.0,1,0,0,0,0,0,1,0,0,2000.0,1.0,,0,,,,0,0,0,287.36,1.85,4.0,1.0,41.93,1.0,N,0.0,,8.58,1.16,-0.04,BASE,368.27,1.0,21.0,0.80,287.1521,C17H22BrNO3,4.0,1.0,0.0,2.11
CHEMBL1630575,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,1052695,CASPOFUNGIN,4.0,1,1,MOL,,Small molecule,2001.0,0,1,0,0,1,0,1,0,0,1998.0,1.0,-fungin,0,-fungin,antifungal antibiotics (undefined group),,0,0,0,1093.33,,,,,,,,,,,,,1093.33,,,,1092.6431,C52H88N10O15,,,,
CHEMBL1642,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,485100,IMATINIB MESYLATE,4.0,1,1,MOL,31690.0,Small molecule,2001.0,1,0,0,0,0,0,2,0,0,,1.0,-tinib,0,-tinib,tyrosine kinase inhibitors,,0,0,0,493.62,4.59,7.0,2.0,86.28,7.0,N,0.0,12.69,7.84,4.38,3.80,NEUTRAL,589.72,4.0,37.0,0.39,493.2590,C30H35N7O4S,8.0,2.0,0.0,-1.80
CHEMBL1663,FC(F)(F)C(F)(F)C(F)(F)F,498105,PERFLUTREN,4.0,0,1,MOL,31980.0,Small molecule,2001.0,0,1,0,1,0,0,2,0,0,1999.0,1.0,perflu-,0,perflu-,blood substitutes and/or diagnostics (perfluorochemicals),,0,0,0,188.02,2.75,0.0,0.0,0.00,0.0,Y,0.0,,,2.78,2.78,,188.02,0.0,11.0,0.51,187.9872,C3F8,0.0,0.0,0.0,-0.60
CHEMBL1796998,FS(F)(F)(F)(F)F,1160053,SULFUR HEXAFLUORIDE,4.0,0,1,MOL,30496.0,Small molecule,2001.0,0,0,0,0,0,0,2,0,0,1999.0,-1.0,,0,,,,0,0,0,146.06,3.17,0.0,0.0,0.00,0.0,N,0.0,,,2.28,2.28,,146.06,0.0,7.0,0.46,145.9625,F6S,0.0,0.0,0.0,-0.25
CHEMBL2138684,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O,1410635,FROVATRIPTAN SUCCINATE,4.0,1,1,MOL,,Small molecule,2001.0,1,0,0,0,0,0,1,0,0,1997.0,1.0,-triptan,0,-triptan,antimigraine agents (5-HT1 receptor agonists); sumatriptan derivatives,,0,0,0,243.31,1.34,2.0,3.0,70.91,2.0,N,0.0,,10.42,1.08,-1.74,BASE,379.41,2.0,18.0,0.74,243.1372,C18H25N3O6,4.0,4.0,0.0,-0.45
CHEMBL3187985,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O,1677276,APOMORPHINE HYDROCHLORIDE,4.0,1,1,MOL,31228.0,Small molecule,2001.0,1,1,0,0,0,0,1,0,0,,1.0,,0,,,Emetic,0,0,0,267.33,2.85,3.0,2.0,43.70,0.0,Y,0.0,9.26,7.72,2.88,2.58,NEUTRAL,625.59,2.0,20.0,0.72,267.1259,C34H38Cl2N2O5,3.0,2.0,0.0,1.45
CHEMBL383675,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1,348717,TEMOPORFIN,4.0,1,1,MOL,,Small molecule,2001.0,0,0,0,0,1,0,2,0,0,1995.0,-1.0,-porfin,0,-porfin,benzoporphyrin derivatives,Antineoplastic,0,0,0,680.76,9.76,6.0,6.0,138.28,4.0,N,3.0,9.12,5.53,9.21,9.20,NEUTRAL,680.76,7.0,52.0,0.11,680.2424,C44H32N4O4,8.0,6.0,3.0,0.15
CHEMBL3989798,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.O.O.O=C(O)/C=C/C(=O)O,2197669,FORMOTEROL FUMARATE,4.0,1,1,MOL,,Small molecule,2001.0,0,0,1,0,0,0,0,0,0,1997.0,1.0,-terol,0,-terol,bronchodilators (phenethylamine derivatives),,0,0,0,344.41,2.22,5.0,4.0,90.82,9.0,N,0.0,8.61,9.81,1.06,0.04,BASE,840.92,2.0,25.0,0.41,344.1736,C42H56N4O14,6.0,4.0,0.0,-0.07
CHEMBL3989859,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,2197730,TOCOPHEROL ACETATE,4.0,0,1,MOL,,Small molecule,2001.0,0,1,0,0,1,0,1,0,0,,1.0,,0,,,,0,0,0,472.75,9.06,3.0,0.0,35.53,13.0,N,1.0,,,10.42,10.42,NEUTRAL,472.75,1.0,34.0,0.21,472.3916,C31H52O3,3.0,0.0,1.0,1.35
CHEMBL4303669,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,2341540,ZOLEDRONIC ACID,4.0,1,1,MOL,,Small molecule,2001.0,0,1,0,0,0,0,2,0,0,1996.0,1.0,,0,,,,0,0,0,272.09,-1.12,5.0,5.0,153.11,4.0,N,0.0,0.66,6.68,-3.85,-7.39,ACID,290.11,1.0,16.0,0.43,271.9963,C5H12N2O8P2,9.0,5.0,0.0,-0.56
CHEMBL454446,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,506444,CEFDITOREN PIVOXIL,4.0,1,1,MOL,560555.0,Small molecule,2001.0,1,0,0,0,1,0,1,1,0,,1.0,cef-,0,cef-,cephalosporins,,0,0,0,620.74,2.30,14.0,2.0,175.40,9.0,N,2.0,10.82,3.40,2.82,2.82,NEUTRAL,620.74,2.0,41.0,0.14,620.1182,C25H28N6O7S3,13.0,3.0,2.0,-0.21
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,3854,APOMORPHINE,4.0,1,0,MOL,48538.0,Small molecule,2001.0,0,1,0,0,1,0,1,0,0,,1.0,,0,,,Emetic,0,0,0,267.33,2.85,3.0,2.0,43.70,0.0,Y,0.0,9.26,7.72,2.88,2.58,NEUTRAL,267.33,2.0,20.0,0.72,267.1259,C17H17NO2,3.0,2.0,0.0,1.45
CHEMBL5314359,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.O.[Na+],2832010,ERTAPENEM SODIUM,4.0,1,1,MOL,,Small molecule,2001.0,0,1,0,0,0,0,1,0,0,2000.0,1.0,-penem,0,-penem,"antibacterial antibiotics, carbapenem derivatives",,0,0,0,475.52,0.94,7.0,5.0,156.27,7.0,N,0.0,3.22,9.03,-3.23,-6.07,ZWITTERION,515.52,1.0,33.0,0.36,475.1413,C22H26N3NaO8S,10.0,5.0,0.0,0.16
CHEMBL5314366,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.O.O.O.[Mg+2],2832017,ESOMEPRAZOLE MAGNESIUM,4.0,1,1,MOL,,Small molecule,2001.0,1,0,0,0,0,0,1,1,0,1999.0,2.0,-prazole,0,-prazole,antiulcer agents (benzimidazole derivatives),,0,0,0,345.42,2.90,5.0,1.0,83.09,5.0,N,0.0,9.68,4.77,2.43,2.43,NEUTRAL,769.20,3.0,24.0,0.72,345.1147,C34H44MgN6O9S2+2,6.0,1.0,0.0,-0.69
